Seq,ClothingID,Age,TitleLength,ReviewTextLength,Rating,RecommendedIND,DepartmentName,ClassName
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
5581.0,937.0,40.0,37.0,157.0,3.0,N,Tops,Sweaters
5582.0,1081.0,42.0,13.0,202.0,5.0,Y,Dresses,Dresses
5583.0,1081.0,61.0,17.0,500.0,5.0,Y,Dresses,Dresses
5584.0,861.0,41.0,36.0,187.0,4.0,Y,Tops,Knits
5585.0,1081.0,39.0,18.0,155.0,4.0,Y,Dresses,Dresses
5586.0,861.0,43.0,24.0,336.0,2.0,N,Tops,Knits
5587.0,1080.0,33.0,14.0,420.0,2.0,N,Dresses,Dresses
5588.0,831.0,40.0,0.0,60.0,4.0,Y,Tops,Blouses
5589.0,861.0,39.0,30.0,54.0,5.0,Y,Tops,Knits
5590.0,861.0,32.0,8.0,426.0,4.0,Y,Tops,Knits
5591.0,1025.0,41.0,0.0,0.0,5.0,Y,Bottoms,Jeans
5592.0,877.0,51.0,36.0,388.0,5.0,Y,Tops,Knits
5593.0,861.0,34.0,19.0,384.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,3.0,null,2.0,4.0,null,null,null,null
5594.0,974.0,33.0,38.0,202.0,4.0,Y,Jackets,Jackets
5595.0,831.0,33.0,13.0,179.0,5.0,Y,Tops,Blouses
5596.0,1080.0,34.0,19.0,259.0,4.0,Y,Dresses,Dresses
5597.0,861.0,35.0,19.0,158.0,5.0,Y,Tops,Knits
5598.0,974.0,67.0,37.0,357.0,5.0,Y,Jackets,Jackets
5599.0,1083.0,41.0,0.0,184.0,5.0,Y,Dresses,Dresses
5600.0,867.0,52.0,12.0,66.0,5.0,Y,Tops,Knits
5601.0,1080.0,41.0,26.0,451.0,5.0,Y,Dresses,Dresses
5602.0,1080.0,38.0,0.0,169.0,5.0,Y,Dresses,Dresses
5603.0,861.0,28.0,16.0,343.0,5.0,Y,Tops,Knits
5604.0,861.0,54.0,19.0,410.0,5.0,Y,Tops,Knits
5605.0,974.0,33.0,15.0,184.0,5.0,Y,Jackets,Jackets
5606.0,861.0,42.0,24.0,402.0,1.0,N,Tops,Knits
5607.0,937.0,63.0,14.0,289.0,4.0,Y,Tops,Sweaters
5608.0,861.0,46.0,11.0,68.0,5.0,Y,Tops,Knits
5609.0,1059.0,38.0,12.0,191.0,5.0,Y,Bottoms,Pants
5610.0,861.0,33.0,17.0,74.0,5.0,Y,Tops,Knits
5611.0,974.0,57.0,14.0,98.0,3.0,Y,Jackets,Jackets
5612.0,155.0,45.0,34.0,302.0,5.0,Y,Intimate,Legwear
5613.0,705.0,20.0,24.0,221.0,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
5614.0,155.0,35.0,20.0,286.0,4.0,Y,Intimate,Legwear
5615.0,1089.0,42.0,0.0,80.0,3.0,Y,Dresses,Dresses
5616.0,1081.0,42.0,44.0,500.0,5.0,Y,Dresses,Dresses
5617.0,155.0,31.0,4.0,151.0,5.0,Y,Intimate,Legwear
5618.0,155.0,32.0,33.0,500.0,5.0,Y,Intimate,Legwear
5619.0,1081.0,46.0,29.0,500.0,5.0,Y,Dresses,Dresses
5620.0,155.0,40.0,15.0,337.0,5.0,Y,Intimate,Legwear
5621.0,705.0,42.0,9.0,81.0,4.0,Y,Bottoms,Shorts
5622.0,940.0,36.0,33.0,487.0,3.0,N,Tops,Sweaters
5623.0,155.0,52.0,0.0,118.0,3.0,Y,Intimate,Legwear
5624.0,155.0,53.0,18.0,292.0,5.0,Y,Intimate,Legwear
5625.0,940.0,25.0,32.0,261.0,1.0,N,Tops,Sweaters
5626.0,155.0,43.0,13.0,112.0,5.0,Y,Intimate,Legwear
5627.0,155.0,36.0,15.0,269.0,4.0,Y,Intimate,Legwear
5628.0,940.0,37.0,19.0,72.0,5.0,Y,Tops,Sweaters
5629.0,1089.0,50.0,0.0,355.0,null,null,null,null
null,3.0,null,1.0,7.0,null,null,null,null
5630.0,155.0,22.0,11.0,161.0,5.0,Y,Intimate,Legwear
5631.0,705.0,34.0,8.0,356.0,5.0,Y,Bottoms,Shorts
5632.0,705.0,36.0,46.0,161.0,5.0,Y,Bottoms,Shorts
5633.0,155.0,40.0,4.0,424.0,4.0,Y,Intimate,Legwear
5634.0,155.0,30.0,15.0,244.0,3.0,Y,Intimate,Legwear
5635.0,155.0,52.0,0.0,278.0,1.0,N,Intimate,Legwear
5636.0,35.0,52.0,12.0,274.0,5.0,Y,Intimate,Intimates
5637.0,1099.0,33.0,13.0,434.0,4.0,Y,Dresses,Dresses
5638.0,1078.0,32.0,11.0,166.0,4.0,Y,Dresses,Dresses
5639.0,944.0,41.0,9.0,235.0,5.0,Y,Tops,Sweaters
5640.0,1099.0,39.0,14.0,368.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
5641.0,1099.0,43.0,24.0,500.0,4.0,Y,Dresses,Dresses
5642.0,1099.0,50.0,15.0,182.0,5.0,Y,Dresses,Dresses
5643.0,1099.0,56.0,19.0,284.0,5.0,Y,Dresses,Dresses
5644.0,1115.0,41.0,11.0,43.0,5.0,Y,Jackets,Outerwear
5645.0,1099.0,23.0,10.0,224.0,5.0,Y,Dresses,Dresses
5646.0,878.0,36.0,11.0,120.0,5.0,Y,Tops,Knits
5647.0,1099.0,35.0,16.0,120.0,3.0,N,Dresses,Dresses
5648.0,1020.0,47.0,19.0,189.0,5.0,Y,Bottoms,Skirts
5649.0,878.0,49.0,11.0,176.0,3.0,Y,Tops,Knits
5650.0,828.0,64.0,0.0,260.0,5.0,Y,Tops,Blouses
5651.0,828.0,29.0,19.0,500.0,5.0,Y,Tops,Blouses
5652.0,35.0,29.0,15.0,97.0,5.0,Y,Intimate,Intimates
5653.0,828.0,56.0,19.0,260.0,5.0,Y,Tops,Blouses
5654.0,1099.0,46.0,19.0,316.0,4.0,Y,Dresses,Dresses
5655.0,1099.0,41.0,0.0,0.0,4.0,Y,Dresses,Dresses
5656.0,1099.0,57.0,10.0,209.0,4.0,Y,Dresses,Dresses
5657.0,878.0,56.0,0.0,60.0,5.0,Y,Tops,Knits
5658.0,818.0,31.0,9.0,153.0,5.0,Y,Tops,Blouses
5659.0,1099.0,43.0,18.0,376.0,5.0,Y,Dresses,Dresses
5660.0,818.0,29.0,0.0,200.0,4.0,Y,Tops,Blouses
5661.0,818.0,46.0,39.0,500.0,5.0,Y,Tops,Blouses
5662.0,828.0,53.0,35.0,388.0,5.0,Y,Tops,Blouses
5663.0,1078.0,30.0,18.0,499.0,2.0,N,Dresses,Dresses
5664.0,828.0,34.0,0.0,124.0,5.0,Y,Tops,Blouses
5665.0,35.0,24.0,0.0,135.0,5.0,Y,Intimate,Intimates
5666.0,828.0,34.0,16.0,204.0,3.0,Y,Tops,Blouses
5667.0,1099.0,35.0,11.0,397.0,5.0,Y,Dresses,Dresses
5668.0,861.0,45.0,19.0,259.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,4.0,null,null,null,null
5669.0,831.0,33.0,27.0,323.0,5.0,Y,Tops,Blouses
5670.0,830.0,35.0,22.0,473.0,5.0,Y,Tops,Blouses
5671.0,861.0,34.0,0.0,0.0,5.0,Y,Tops,Knits
5672.0,993.0,75.0,18.0,179.0,5.0,Y,Bottoms,Skirts
5673.0,993.0,33.0,25.0,286.0,5.0,Y,Bottoms,Skirts
5674.0,993.0,47.0,25.0,212.0,5.0,Y,Bottoms,Skirts
5675.0,1078.0,40.0,13.0,390.0,3.0,N,Dresses,Dresses
5676.0,1078.0,39.0,21.0,126.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,2.0,7.0,null,null,null,null
5677.0,831.0,38.0,26.0,295.0,4.0,Y,Tops,Blouses
5678.0,1078.0,43.0,21.0,500.0,4.0,Y,Dresses,Dresses
5679.0,1078.0,46.0,0.0,500.0,5.0,Y,Dresses,Dresses
5680.0,1030.0,53.0,10.0,296.0,2.0,N,Bottoms,Jeans
5681.0,902.0,46.0,0.0,236.0,4.0,Y,Tops,Fine gauge
5682.0,410.0,34.0,28.0,366.0,3.0,N,Intimate,Intimates
5683.0,1078.0,41.0,7.0,500.0,3.0,N,Dresses,Dresses
5684.0,993.0,66.0,16.0,431.0,5.0,Y,Bottoms,Skirts
5685.0,993.0,49.0,0.0,0.0,5.0,Y,Bottoms,Skirts
5686.0,1020.0,64.0,19.0,488.0,5.0,Y,Bottoms,Skirts
5687.0,1020.0,62.0,22.0,373.0,5.0,Y,Bottoms,Skirts
5688.0,1078.0,23.0,12.0,159.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,2.0,null,1.0,7.0,null,null,null,null
5689.0,1078.0,44.0,21.0,65.0,4.0,Y,Dresses,Dresses
5690.0,1078.0,41.0,7.0,469.0,3.0,N,Dresses,Dresses
5691.0,861.0,39.0,25.0,71.0,5.0,Y,Tops,Knits
5692.0,207.0,37.0,17.0,148.0,3.0,N,Intimate,Intimates
5693.0,1078.0,26.0,15.0,500.0,5.0,Y,Dresses,Dresses
5694.0,993.0,46.0,19.0,210.0,1.0,N,Bottoms,Skirts
5695.0,1020.0,72.0,13.0,216.0,5.0,Y,Bottoms,Skirts
5696.0,1075.0,49.0,38.0,270.0,3.0,N,Dresses,Dresses
5697.0,861.0,40.0,25.0,500.0,3.0,Y,Tops,Knits
5698.0,1078.0,37.0,9.0,168.0,3.0,N,Dresses,Dresses
5699.0,1020.0,23.0,11.0,500.0,5.0,Y,Bottoms,Skirts
5700.0,1078.0,42.0,0.0,0.0,5.0,Y,Dresses,Dresses
5701.0,1078.0,35.0,23.0,499.0,5.0,Y,Dresses,Dresses
5702.0,1078.0,60.0,25.0,500.0,5.0,Y,Dresses,Dresses
5703.0,1078.0,48.0,16.0,496.0,3.0,Y,Dresses,Dresses
5704.0,861.0,38.0,23.0,260.0,4.0,Y,Tops,Knits
5705.0,1078.0,53.0,11.0,83.0,5.0,Y,Dresses,Dresses
5706.0,1097.0,35.0,0.0,378.0,3.0,N,Dresses,Dresses
5707.0,1078.0,51.0,38.0,329.0,null,null,null,null
null,4.0,null,1.0,7.0,null,null,null,null
5708.0,880.0,37.0,0.0,0.0,5.0,Y,Tops,Knits
5709.0,1081.0,58.0,20.0,500.0,5.0,Y,Dresses,Dresses
5710.0,819.0,59.0,0.0,266.0,5.0,Y,Tops,Blouses
5711.0,1078.0,48.0,11.0,133.0,5.0,Y,Dresses,Dresses
5712.0,1087.0,39.0,12.0,21.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
5713.0,1078.0,52.0,23.0,502.0,4.0,Y,Dresses,Dresses
5714.0,880.0,39.0,0.0,61.0,3.0,N,Tops,Knits
5715.0,819.0,62.0,15.0,500.0,5.0,Y,Tops,Blouses
5716.0,1078.0,62.0,14.0,358.0,4.0,Y,Dresses,Dresses
5717.0,880.0,62.0,42.0,350.0,5.0,Y,Tops,Knits
5718.0,880.0,39.0,15.0,236.0,3.0,N,Tops,Knits
5719.0,880.0,58.0,5.0,341.0,3.0,N,Tops,Knits
5720.0,819.0,70.0,10.0,274.0,4.0,Y,Tops,Blouses
5721.0,819.0,39.0,34.0,350.0,3.0,Y,Tops,Blouses
5722.0,880.0,41.0,18.0,368.0,5.0,Y,Tops,Knits
5723.0,880.0,54.0,5.0,271.0,4.0,Y,Tops,Knits
5724.0,1078.0,29.0,13.0,95.0,4.0,Y,Dresses,Dresses
5725.0,1082.0,39.0,0.0,97.0,2.0,N,Dresses,Dresses
5726.0,857.0,46.0,28.0,479.0,5.0,Y,Tops,Knits
5727.0,819.0,41.0,12.0,169.0,4.0,Y,Tops,Blouses
5728.0,880.0,46.0,40.0,121.0,5.0,Y,Tops,Knits
5729.0,1078.0,49.0,33.0,499.0,4.0,Y,Dresses,Dresses
5730.0,1097.0,61.0,27.0,499.0,5.0,Y,Dresses,Dresses
5731.0,868.0,30.0,0.0,108.0,5.0,Y,Tops,Knits
5732.0,868.0,60.0,0.0,0.0,4.0,Y,Tops,Knits
5733.0,880.0,64.0,0.0,109.0,4.0,Y,Tops,Knits
5734.0,1097.0,61.0,9.0,248.0,5.0,Y,Dresses,Dresses
5735.0,880.0,36.0,12.0,202.0,2.0,N,Tops,Knits
5736.0,880.0,38.0,0.0,0.0,4.0,Y,Tops,Knits
5737.0,880.0,45.0,23.0,123.0,2.0,N,Tops,Knits
5738.0,819.0,52.0,0.0,255.0,5.0,Y,Tops,Blouses
5739.0,857.0,39.0,35.0,429.0,5.0,Y,Tops,Knits
5740.0,857.0,26.0,27.0,500.0,5.0,Y,Tops,Knits
5741.0,1081.0,53.0,31.0,500.0,3.0,N,Dresses,Dresses
5742.0,880.0,40.0,9.0,132.0,5.0,Y,Tops,Knits
5743.0,880.0,69.0,12.0,113.0,5.0,Y,Tops,Knits
5744.0,880.0,44.0,32.0,171.0,5.0,Y,Tops,Knits
5745.0,819.0,23.0,29.0,324.0,3.0,N,Tops,Blouses
5746.0,1078.0,35.0,26.0,268.0,4.0,Y,Dresses,Dresses
5747.0,880.0,42.0,29.0,474.0,3.0,N,Tops,Knits
5748.0,868.0,21.0,16.0,211.0,5.0,Y,Tops,Knits
5749.0,880.0,29.0,12.0,157.0,3.0,N,Tops,Knits
5750.0,819.0,66.0,18.0,240.0,5.0,Y,Tops,Blouses
5751.0,1078.0,27.0,10.0,115.0,5.0,Y,Dresses,Dresses
5752.0,211.0,28.0,9.0,243.0,4.0,Y,Intimate,Intimates
5753.0,1078.0,51.0,35.0,328.0,3.0,N,Dresses,Dresses
5754.0,1078.0,42.0,20.0,499.0,5.0,Y,Dresses,Dresses
5755.0,857.0,36.0,22.0,255.0,5.0,Y,Tops,Knits
5756.0,880.0,67.0,25.0,502.0,4.0,Y,Tops,Knits
5757.0,1081.0,57.0,0.0,500.0,4.0,Y,Dresses,Dresses
5758.0,1078.0,53.0,14.0,449.0,4.0,Y,Dresses,Dresses
5759.0,880.0,70.0,0.0,72.0,3.0,Y,Tops,Knits
5760.0,1078.0,57.0,15.0,54.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
5761.0,1119.0,60.0,34.0,390.0,5.0,Y,Jackets,Jackets
5762.0,880.0,42.0,24.0,81.0,4.0,Y,Tops,Knits
5763.0,880.0,65.0,20.0,462.0,4.0,Y,Tops,Knits
5764.0,880.0,68.0,0.0,185.0,5.0,Y,Tops,Knits
5765.0,1081.0,31.0,28.0,429.0,5.0,Y,Dresses,Dresses
5766.0,857.0,21.0,0.0,152.0,5.0,Y,Tops,Knits
5767.0,857.0,32.0,28.0,271.0,4.0,Y,Tops,Knits
5768.0,857.0,36.0,8.0,427.0,5.0,Y,Tops,Knits
5769.0,857.0,36.0,0.0,0.0,5.0,Y,Tops,Knits
5770.0,690.0,36.0,10.0,199.0,5.0,Y,Intimate,Swim
5771.0,1081.0,39.0,13.0,499.0,5.0,Y,Dresses,Dresses
5772.0,857.0,39.0,13.0,265.0,3.0,Y,Tops,Knits
5773.0,868.0,61.0,31.0,262.0,5.0,Y,Tops,Knits
5774.0,1078.0,57.0,11.0,87.0,3.0,N,Dresses,Dresses
5775.0,1081.0,50.0,10.0,78.0,5.0,Y,Dresses,Dresses
5776.0,868.0,61.0,0.0,0.0,5.0,Y,Tops,Knits
5777.0,857.0,26.0,16.0,196.0,4.0,Y,Tops,Knits
5778.0,1078.0,44.0,14.0,138.0,5.0,Y,Dresses,Dresses
5779.0,880.0,28.0,11.0,220.0,1.0,N,Tops,Knits
5780.0,1087.0,43.0,11.0,198.0,3.0,Y,Dresses,Dresses
5781.0,1078.0,52.0,7.0,500.0,5.0,Y,Dresses,Dresses
5782.0,857.0,52.0,22.0,431.0,5.0,Y,Tops,Knits
5783.0,1078.0,39.0,32.0,268.0,4.0,Y,Dresses,Dresses
5784.0,898.0,60.0,23.0,146.0,5.0,Y,Tops,Fine gauge
5785.0,1087.0,61.0,21.0,93.0,5.0,Y,Dresses,Dresses
5786.0,1056.0,46.0,0.0,216.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,4.0,null,1.0,7.0,null,null,null,null
5787.0,898.0,39.0,15.0,293.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,3.0,null,1.0,4.0,null,null,null,null
5788.0,842.0,32.0,10.0,151.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,4.0,null,1.0,4.0,null,null,null,null
5789.0,1025.0,38.0,0.0,499.0,3.0,Y,Bottoms,Jeans
5790.0,898.0,34.0,15.0,55.0,5.0,Y,Tops,Fine gauge
5791.0,1087.0,27.0,25.0,500.0,2.0,N,Dresses,Dresses
5792.0,823.0,74.0,12.0,53.0,3.0,N,Tops,Blouses
5793.0,818.0,61.0,11.0,241.0,null,null,null,null
null,2.0,null,2.0,4.0,null,null,null,null
5794.0,1049.0,39.0,22.0,51.0,5.0,Y,Bottoms,Pants
5795.0,1049.0,60.0,15.0,284.0,5.0,Y,Bottoms,Pants
5796.0,921.0,33.0,28.0,211.0,5.0,Y,Tops,Sweaters
5797.0,818.0,29.0,26.0,246.0,3.0,Y,Tops,Blouses
5798.0,1056.0,59.0,0.0,0.0,5.0,Y,Bottoms,Pants
5799.0,1087.0,53.0,25.0,500.0,2.0,N,Dresses,Dresses
5800.0,1056.0,43.0,5.0,208.0,3.0,Y,Bottoms,Pants
5801.0,818.0,25.0,10.0,130.0,5.0,Y,Tops,Blouses
5802.0,1049.0,39.0,42.0,189.0,5.0,Y,Bottoms,Pants
5803.0,898.0,43.0,16.0,263.0,2.0,N,Tops,Fine gauge
5804.0,1056.0,48.0,8.0,109.0,5.0,Y,Bottoms,Pants
5805.0,1025.0,37.0,7.0,242.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,3.0,null,1.0,7.0,null,null,null,null
5806.0,921.0,46.0,21.0,242.0,2.0,N,Tops,Sweaters
5807.0,1126.0,62.0,13.0,292.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,4.0,null,1.0,7.0,null,null,null,null
5808.0,1056.0,33.0,15.0,230.0,4.0,Y,Bottoms,Pants
5809.0,1088.0,56.0,27.0,500.0,3.0,N,Dresses,Dresses
5810.0,1095.0,60.0,17.0,202.0,3.0,Y,Dresses,Dresses
5811.0,1056.0,62.0,6.0,494.0,3.0,N,Bottoms,Pants
5812.0,1025.0,53.0,34.0,264.0,3.0,Y,Bottoms,Jeans
5813.0,921.0,25.0,28.0,215.0,4.0,Y,Tops,Sweaters
5814.0,1056.0,48.0,8.0,210.0,4.0,Y,Bottoms,Pants
5815.0,921.0,38.0,8.0,202.0,5.0,Y,Tops,Sweaters
5816.0,796.0,26.0,25.0,425.0,4.0,Y,Intimate,Lounge
5817.0,842.0,37.0,28.0,334.0,3.0,N,Tops,Blouses
5818.0,818.0,51.0,0.0,137.0,2.0,Y,Tops,Blouses
5819.0,1033.0,47.0,17.0,226.0,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
5820.0,1033.0,29.0,17.0,266.0,5.0,Y,Bottoms,Jeans
5821.0,1033.0,53.0,20.0,186.0,5.0,Y,Bottoms,Jeans
5822.0,1033.0,50.0,10.0,66.0,5.0,Y,Bottoms,Jeans
5823.0,1033.0,64.0,16.0,93.0,5.0,Y,Bottoms,Jeans
5824.0,1033.0,46.0,36.0,251.0,5.0,Y,Bottoms,Jeans
5825.0,392.0,39.0,10.0,351.0,5.0,Y,Intimate,Swim
5826.0,1033.0,31.0,11.0,226.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
5827.0,1025.0,39.0,12.0,261.0,4.0,Y,Bottoms,Jeans
5828.0,895.0,39.0,8.0,40.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,4.0,null,1.0,4.0,null,null,null,null
5829.0,1033.0,39.0,12.0,210.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
5830.0,1025.0,40.0,33.0,308.0,5.0,Y,Bottoms,Jeans
5831.0,1033.0,61.0,15.0,450.0,5.0,Y,Bottoms,Jeans
5832.0,1077.0,41.0,30.0,500.0,5.0,Y,Dresses,Dresses
5833.0,1033.0,35.0,12.0,88.0,5.0,Y,Bottoms,Jeans
5834.0,916.0,47.0,6.0,500.0,4.0,Y,Tops,Fine gauge
5835.0,916.0,54.0,6.0,470.0,4.0,Y,Tops,Fine gauge
5836.0,1025.0,35.0,0.0,228.0,4.0,Y,Bottoms,Jeans
5837.0,1033.0,44.0,0.0,304.0,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
5838.0,1146.0,38.0,14.0,264.0,5.0,Y,Trend,Trend
5839.0,1033.0,47.0,25.0,69.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,3.0,null,1.0,7.0,null,null,null,null
5840.0,392.0,49.0,42.0,300.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,8.0,null,null,null,null
5841.0,1077.0,31.0,19.0,284.0,2.0,N,Dresses,Dresses
5842.0,1025.0,58.0,0.0,63.0,5.0,Y,Bottoms,Jeans
5843.0,1077.0,35.0,0.0,94.0,5.0,Y,Dresses,Dresses
5844.0,1025.0,36.0,35.0,500.0,3.0,Y,Bottoms,Jeans
5845.0,1025.0,37.0,5.0,130.0,5.0,Y,Bottoms,Jeans
5846.0,1077.0,56.0,19.0,233.0,5.0,Y,Dresses,Dresses
5847.0,392.0,44.0,48.0,422.0,5.0,Y,Intimate,Swim
5848.0,1033.0,44.0,16.0,423.0,5.0,Y,Bottoms,Jeans
5849.0,1025.0,39.0,7.0,308.0,5.0,Y,Bottoms,Jeans
5850.0,916.0,31.0,13.0,383.0,3.0,N,Tops,Fine gauge
5851.0,1025.0,34.0,39.0,498.0,5.0,Y,Bottoms,Jeans
5852.0,1077.0,45.0,18.0,349.0,5.0,Y,Dresses,Dresses
5853.0,1033.0,53.0,25.0,352.0,3.0,N,Bottoms,Jeans
5854.0,1033.0,26.0,18.0,251.0,4.0,Y,Bottoms,Jeans
5855.0,1033.0,70.0,11.0,363.0,5.0,Y,Bottoms,Jeans
5856.0,1077.0,32.0,28.0,480.0,5.0,Y,Dresses,Dresses
5857.0,1033.0,45.0,23.0,499.0,5.0,Y,Bottoms,Jeans
5858.0,1033.0,34.0,20.0,135.0,5.0,Y,Bottoms,Jeans
5859.0,1033.0,61.0,19.0,63.0,5.0,Y,Bottoms,Jeans
5860.0,1033.0,47.0,38.0,342.0,null,null,null,null
null,4.0,null,1.0,7.0,null,null,null,null
5861.0,916.0,46.0,21.0,364.0,4.0,Y,Tops,Fine gauge
5862.0,1033.0,40.0,0.0,0.0,5.0,Y,Bottoms,Jeans
5863.0,1033.0,45.0,9.0,155.0,5.0,Y,Bottoms,Jeans
5864.0,1033.0,43.0,37.0,133.0,null,null,null,null
null,4.0,null,1.0,7.0,null,null,null,null
5865.0,1033.0,28.0,44.0,276.0,5.0,Y,Bottoms,Jeans
5866.0,1033.0,52.0,38.0,500.0,5.0,Y,Bottoms,Jeans
5867.0,1077.0,34.0,13.0,453.0,2.0,N,Dresses,Dresses
5868.0,1030.0,26.0,11.0,162.0,5.0,Y,Bottoms,Jeans
5869.0,1033.0,45.0,10.0,224.0,4.0,Y,Bottoms,Jeans
5870.0,833.0,59.0,0.0,297.0,5.0,Y,Tops,Blouses
5871.0,862.0,59.0,46.0,302.0,5.0,Y,Tops,Knits
5872.0,815.0,37.0,18.0,321.0,null,null,null,null
null,4.0,null,1.0,4.0,null,null,null,null
5873.0,1094.0,37.0,17.0,494.0,4.0,Y,Dresses,Dresses
5874.0,862.0,47.0,0.0,282.0,4.0,Y,Tops,Knits
5875.0,862.0,47.0,0.0,77.0,1.0,N,Tops,Knits
5876.0,833.0,50.0,17.0,487.0,3.0,Y,Tops,Blouses
5877.0,862.0,43.0,14.0,282.0,5.0,Y,Tops,Knits
5878.0,862.0,62.0,14.0,333.0,3.0,Y,Tops,Knits
5879.0,833.0,62.0,16.0,363.0,4.0,Y,Tops,Blouses
5880.0,1094.0,34.0,9.0,138.0,5.0,Y,Dresses,Dresses
5881.0,702.0,31.0,0.0,146.0,3.0,N,Bottoms,Shorts
5882.0,833.0,39.0,0.0,394.0,5.0,Y,Tops,Blouses
5883.0,815.0,55.0,0.0,0.0,4.0,Y,Tops,Blouses
5884.0,833.0,55.0,33.0,495.0,5.0,Y,Tops,Blouses
5885.0,867.0,36.0,23.0,500.0,5.0,Y,Tops,Knits
5886.0,833.0,40.0,8.0,339.0,3.0,N,Tops,Blouses
5887.0,833.0,39.0,34.0,39.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,4.0,null,1.0,4.0,null,null,null,null
5888.0,867.0,26.0,17.0,487.0,5.0,Y,Tops,Knits
5889.0,833.0,29.0,9.0,145.0,3.0,N,Tops,Blouses
5890.0,833.0,48.0,3.0,414.0,3.0,N,Tops,Blouses
5891.0,867.0,35.0,14.0,500.0,4.0,Y,Tops,Knits
5892.0,1094.0,38.0,28.0,399.0,5.0,Y,Dresses,Dresses
5893.0,1033.0,59.0,27.0,101.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null
null,4.0,null,1.0,7.0,null,null,null,null
5894.0,862.0,51.0,26.0,501.0,5.0,Y,Tops,Knits
5895.0,917.0,46.0,15.0,417.0,4.0,Y,Tops,Fine gauge
5896.0,862.0,43.0,18.0,333.0,4.0,Y,Tops,Knits
5897.0,815.0,34.0,10.0,500.0,5.0,Y,Tops,Blouses
5898.0,867.0,42.0,29.0,252.0,3.0,Y,Tops,Knits
5899.0,1094.0,26.0,18.0,125.0,5.0,Y,Dresses,Dresses
5900.0,976.0,42.0,21.0,221.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,2.0,null,1.0,7.0,null,null,null,null
5901.0,1094.0,90.0,8.0,75.0,5.0,Y,Dresses,Dresses
5902.0,862.0,34.0,17.0,474.0,5.0,Y,Tops,Knits
5903.0,815.0,66.0,5.0,348.0,3.0,Y,Tops,Blouses
5904.0,917.0,66.0,6.0,438.0,4.0,Y,Tops,Fine gauge
5905.0,1094.0,33.0,16.0,272.0,5.0,Y,Dresses,Dresses
5906.0,862.0,47.0,24.0,279.0,5.0,Y,Tops,Knits
5907.0,867.0,38.0,10.0,69.0,2.0,N,Tops,Knits
5908.0,1088.0,35.0,14.0,500.0,3.0,Y,Dresses,Dresses
5909.0,815.0,85.0,22.0,405.0,3.0,Y,Tops,Blouses
5910.0,867.0,46.0,0.0,56.0,4.0,Y,Tops,Knits
5911.0,833.0,58.0,8.0,139.0,5.0,Y,Tops,Blouses
5912.0,1094.0,37.0,27.0,117.0,2.0,N,Dresses,Dresses
5913.0,1025.0,31.0,23.0,500.0,4.0,Y,Bottoms,Jeans
5914.0,862.0,43.0,22.0,447.0,4.0,Y,Tops,Knits
