id,order_status,order_price,order_freight,order_qty,order_timestamp,order_approved_time,order_estimated_delivery_date,order_delivered_customer_date,order_product_id,review_creation_date,review_score
768,"delivered",236.9,25.97,1,"2018-01-21 20:52:40","2018-01-22 13:59:08","2018-02-14 00:00:00","2018-02-07 00:22:25",1669,"2018-02-07 00:00:00",5
769,"delivered",97,15.72,1,"2017-06-27 11:20:17","2017-06-27 12:04:01","2017-07-19 00:00:00","2017-07-10 20:42:06",264,"2017-07-11 00:00:00",5
770,"delivered",199.7,18.65,1,"2017-10-16 22:09:01","2017-10-17 22:14:25","2017-11-08 00:00:00","2017-11-17 19:32:19",1816,"2017-11-11 00:00:00",1
771,"delivered",174,14.97,1,"2017-09-01 11:32:52","2017-09-01 11:45:36","2017-09-25 00:00:00","2017-09-19 19:42:16",2170,"2017-09-20 00:00:00",2
772,"delivered",99,52.7,1,"2017-12-02 14:00:52","2017-12-02 14:17:08","2018-01-02 00:00:00","2017-12-12 19:33:11",1996,"2017-12-13 00:00:00",5
773,"delivered",38,5.19,1,"2017-11-25 07:22:47","2017-11-25 07:34:42","2017-12-11 00:00:00","2017-11-28 23:09:01",890,"2017-11-29 00:00:00",5
774,"delivered",58.2,8.11,1,"2017-06-25 13:47:57","2017-06-25 14:04:59","2017-07-07 00:00:00","2017-06-27 14:12:36",2206,"2017-06-28 00:00:00",5
775,"delivered",179.91,15.01,1,"2017-12-01 20:54:52","2017-12-01 21:32:29","2017-12-27 00:00:00","2017-12-12 19:06:15",1378,"2017-12-13 00:00:00",5
776,"delivered",99.9,17.95,1,"2018-01-12 13:48:14","2018-01-12 13:57:28","2018-02-14 00:00:00","2018-02-03 13:14:47",878,"2018-02-04 00:00:00",5
777,"delivered",75,14.28,1,"2018-01-11 22:49:10","2018-01-11 22:58:31","2018-02-16 00:00:00","2018-01-23 18:18:45",439,"2018-01-24 00:00:00",5
778,"delivered",109,28.56,1,"2018-03-05 15:39:06","2018-03-05 16:40:27","2018-03-26 00:00:00","2018-03-12 22:28:19",1951,"2018-03-13 00:00:00",2
779,"delivered",299.9,17.31,1,"2017-05-05 13:48:02","2017-05-06 02:25:24","2017-05-30 00:00:00","2017-05-15 18:26:13",800,"2017-05-16 00:00:00",4
780,"delivered",84.9,14.32,1,"2017-07-26 16:01:32","2017-07-26 16:15:26","2017-08-17 00:00:00","2017-08-07 18:07:53",218,"2017-08-08 00:00:00",5
781,"delivered",66.99,21.27,1,"2017-11-11 19:16:30","2017-11-12 19:26:38","2017-12-08 00:00:00","2017-11-21 23:38:53",1209,"2017-11-22 00:00:00",5
782,"delivered",58.99,17.66,1,"2017-08-06 21:27:45","2017-08-06 21:42:58","2017-08-30 00:00:00","2017-08-15 19:59:57",1549,"2000-01-01 00:00:00",5
783,"delivered",59.9,27.27,1,"2017-09-28 18:34:56","2017-09-28 18:49:21","2017-10-25 00:00:00","2017-10-16 22:04:23",1755,"2017-10-17 00:00:00",4
784,"delivered",59.9,13.44,1,"2017-09-12 14:20:41","2017-09-12 14:30:30","2017-10-05 00:00:00","2017-09-20 23:06:09",179,"2017-09-21 00:00:00",5
785,"delivered",45.9,11.85,1,"2017-09-18 16:31:58","2017-09-20 02:10:22","2017-10-04 00:00:00","2017-09-30 17:14:56",282,"2017-10-01 00:00:00",5
786,"delivered",113,43.16,1,"2017-10-24 16:33:43","2017-10-24 16:49:26","2017-11-17 00:00:00","2017-11-01 22:48:51",288,"2017-11-02 00:00:00",5
787,"delivered",219.9,18.79,1,"2017-12-11 09:52:44","2017-12-11 10:11:07","2018-01-11 00:00:00","2017-12-19 01:34:57",957,"2017-12-19 00:00:00",5
788,"delivered",49.9,8.72,1,"2018-01-24 11:20:14","2018-01-24 11:59:46","2018-02-08 00:00:00","2018-02-01 15:28:46",2229,"2018-02-02 00:00:00",4
789,"delivered",90,17.07,1,"2018-01-16 18:18:18","2018-01-16 18:29:47","2018-02-16 00:00:00","2018-02-01 00:12:18",300,"2018-02-02 00:00:00",1
790,"delivered",99.9,21.19,1,"2017-12-03 13:15:07","2017-12-05 04:13:30","2018-01-02 00:00:00","2017-12-16 17:22:50",82,"2017-12-17 00:00:00",5
791,"delivered",109.99,21.82,1,"2017-06-22 18:30:44","2017-06-23 02:26:05","2017-07-12 00:00:00","2017-06-30 14:33:46",2285,"2017-07-01 00:00:00",5
792,"delivered",79.9,7.81,1,"2017-06-11 11:12:50","2017-06-13 04:05:24","2017-06-26 00:00:00","2017-06-16 14:27:48",1882,"2017-06-17 00:00:00",5
793,"delivered",58.67,14.16,1,"2018-01-29 15:09:40","2018-01-29 15:32:58","2018-03-06 00:00:00","2018-03-16 21:38:35",2407,"2018-03-08 00:00:00",1
794,"delivered",79.08,17.8,1,"2017-09-11 12:26:35","2017-09-11 12:43:24","2017-10-02 00:00:00","2017-09-15 19:31:40",795,"2017-09-16 00:00:00",5
795,"delivered",16.9,7.78,1,"2017-12-15 13:17:09","2017-12-15 13:32:09","2018-01-04 00:00:00","2017-12-17 14:12:16",1979,"2017-12-18 00:00:00",5
796,"delivered",59.99,16.86,1,"2017-12-13 20:31:17","2017-12-15 02:30:42","2018-01-19 00:00:00","2017-12-22 21:58:14",974,"2017-12-23 00:00:00",4
797,"delivered",99.8,33.97,1,"2018-01-31 10:07:09","2018-01-31 14:06:52","2018-02-22 00:00:00","2018-02-07 21:34:34",2217,"2018-02-08 00:00:00",5
798,"delivered",379,140.72,1,"2017-12-31 14:36:07","2017-12-31 14:47:30","2018-01-26 00:00:00","2018-01-23 17:09:18",468,"2018-01-24 00:00:00",4
799,"delivered",13.99,7.78,1,"2017-12-19 14:27:23","2017-12-19 18:50:39","2018-01-08 00:00:00","2017-12-26 18:42:36",656,"2017-12-27 00:00:00",5
800,"delivered",89.9,12.13,1,"2017-07-03 08:56:16","2017-07-04 09:05:14","2017-07-21 00:00:00","2017-07-17 21:45:33",490,"2017-07-18 00:00:00",5
801,"delivered",159.9,18.99,1,"2017-05-29 17:57:56","2017-05-30 17:50:22","2017-06-19 00:00:00","2017-06-05 16:11:58",2188,"2017-06-06 00:00:00",2
802,"delivered",156,8.84,1,"2017-12-02 23:57:52","2017-12-03 02:31:27","2017-12-20 00:00:00","2017-12-12 21:13:48",730,"2017-12-13 00:00:00",5
803,"delivered",49.9,20.69,1,"2017-05-26 15:25:03","2017-05-26 15:42:28","2017-06-28 00:00:00","2017-06-06 17:31:21",1514,"2017-06-07 00:00:00",1
804,"delivered",49,17.65,1,"2017-09-30 19:28:10","2017-09-30 20:14:17","2017-11-06 00:00:00","2017-10-13 17:33:17",2321,"2017-10-14 00:00:00",4
805,"delivered",46.56,7.78,1,"2017-11-08 20:44:33","2017-11-08 20:56:07","2017-11-22 00:00:00","2017-11-11 15:28:53",833,"2017-11-12 00:00:00",2
806,"delivered",120,15.59,1,"2017-05-18 07:52:01","2017-05-19 02:25:10","2017-06-09 00:00:00","2017-05-31 07:47:54",346,"2017-06-01 00:00:00",5
807,"delivered",129.99,13.46,1,"2017-08-14 11:59:56","2017-08-14 13:05:12","2017-08-25 00:00:00","2017-08-16 19:57:55",1644,"2017-08-17 00:00:00",3
808,"delivered",189.9,26.61,1,"2018-01-31 13:57:27","2018-01-31 14:13:31","2018-03-05 00:00:00","2018-02-17 18:36:59",1843,"2018-02-18 00:00:00",5
809,"delivered",229.99,74.56,1,"2017-07-26 17:06:53","2017-07-28 08:30:33","2017-08-17 00:00:00","2017-08-09 20:15:36",1024,"2017-08-10 00:00:00",4
810,"shipped",27.3,8.76,1,"2018-03-06 11:13:39","2018-03-06 11:30:38","2018-03-16 00:00:00","",1805,"2018-03-18 00:00:00",1
811,"delivered",139,23.74,1,"2017-10-01 11:15:30","2017-10-01 11:28:17","2017-10-24 00:00:00","2017-10-06 22:31:56",894,"2017-10-07 00:00:00",1
812,"delivered",29,14.22,1,"2017-10-17 10:16:16","2017-10-17 10:28:18","2017-11-07 00:00:00","2017-10-20 22:05:20",1324,"2017-10-21 00:00:00",1
813,"delivered",169.99,13.09,1,"2018-04-06 17:31:44","2018-04-07 17:28:15","2018-04-24 00:00:00","2018-04-10 18:27:28",1443,"2018-04-11 00:00:00",5
814,"delivered",143.8,16.71,1,"2018-02-23 08:38:47","2018-02-23 08:50:25","2018-03-09 00:00:00","2018-03-02 23:52:29",1509,"2018-03-03 00:00:00",5
815,"delivered",79.9,19.53,1,"2018-03-22 16:31:04","2018-03-24 02:28:47","2018-04-19 00:00:00","2018-04-10 21:41:36",1704,"2018-04-11 00:00:00",1
816,"delivered",119.8,59.09,2,"2017-05-02 18:34:59","2017-05-07 23:32:26","2017-06-09 00:00:00","2017-05-20 11:44:48",729,"2017-05-21 00:00:00",5
817,"delivered",69.9,15.24,1,"2018-02-21 15:04:34","2018-02-21 15:15:30","2018-03-15 00:00:00","2018-05-03 22:21:35",1392,"2018-03-17 00:00:00",1
818,"delivered",65.98,26.74,2,"2018-02-06 15:38:44","2018-02-06 16:11:44","2018-03-02 00:00:00","2018-02-16 19:53:14",552,"2018-02-17 00:00:00",1
819,"delivered",59.9,17.85,1,"2017-04-23 18:41:07","2017-04-23 18:55:14","2017-05-26 00:00:00","2017-05-05 13:52:25",1106,"2017-05-06 00:00:00",3
820,"delivered",56.99,12.74,1,"2017-12-10 23:44:08","2017-12-12 03:50:30","2018-01-04 00:00:00","2017-12-29 23:16:21",1040,"2017-12-30 00:00:00",5
821,"delivered",56.7,45.3,3,"2018-02-26 12:22:43","2018-02-26 12:30:50","2018-03-20 00:00:00","2018-03-15 20:28:30",1127,"2018-03-16 00:00:00",1
822,"delivered",179.99,26.88,1,"2017-10-03 11:02:08","2017-10-03 11:14:22","2017-10-25 00:00:00","2017-10-10 22:17:41",153,"2017-10-11 00:00:00",4
823,"delivered",255,26.82,1,"2017-08-11 19:18:12","2017-08-11 19:30:20","2017-09-15 00:00:00","2017-09-06 19:25:10",813,"2017-09-07 00:00:00",4
824,"delivered",447,29.45,1,"2017-07-27 23:41:02","2017-07-28 00:43:11","2017-08-22 00:00:00","2017-08-11 00:32:23",422,"2017-08-12 00:00:00",1
825,"delivered",89.7,63.45,3,"2017-07-13 17:54:53","2017-07-14 02:25:29","2017-08-14 00:00:00","2017-08-17 18:35:38",2068,"2017-08-17 00:00:00",1
826,"delivered",199,16.14,1,"2017-11-17 23:57:27","2017-11-18 00:10:47","2017-12-14 00:00:00","2017-11-29 22:51:36",505,"2017-11-30 00:00:00",5
827,"delivered",219.9,28.92,1,"2017-10-12 09:57:12","2017-10-14 03:49:21","2017-11-13 00:00:00","2017-10-31 22:12:12",1667,"2017-11-01 00:00:00",5
828,"delivered",29,7.78,1,"2018-02-08 13:21:51","2018-02-08 13:30:36","2018-02-26 00:00:00","2018-02-14 21:26:08",1492,"2018-02-15 00:00:00",1
829,"delivered",210,13.81,1,"2017-08-18 13:07:39","2017-08-18 13:25:13","2017-09-08 00:00:00","2017-08-28 18:47:36",452,"2017-08-29 00:00:00",5
830,"delivered",189.9,84.06,1,"2017-10-06 16:19:03","2017-10-06 16:28:30","2017-11-03 00:00:00","2017-10-16 23:07:52",486,"2017-10-17 00:00:00",1
831,"delivered",64.99,7.78,1,"2017-05-21 11:36:06","2017-05-21 11:45:12","2017-06-07 00:00:00","2017-05-29 13:35:45",1549,"2017-05-30 00:00:00",5
832,"delivered",130,7.07,1,"2017-10-28 14:24:14","2017-10-28 14:35:10","2017-11-17 00:00:00","2017-10-31 19:35:37",229,"2017-11-01 00:00:00",1
833,"delivered",519.99,101.86,1,"2018-01-10 18:29:56","2018-01-13 10:36:28","2018-02-21 00:00:00","2018-01-31 23:55:08",1675,"2018-02-01 00:00:00",5
834,"delivered",144.99,14.03,1,"2017-12-16 15:20:59","2017-12-16 15:34:47","2018-01-11 00:00:00","2017-12-27 21:23:36",34,"2017-12-28 00:00:00",5
835,"delivered",19.6,15.1,1,"2017-10-18 00:50:18","2017-10-18 01:10:55","2017-11-10 00:00:00","2017-10-26 21:18:01",1478,"2017-10-27 00:00:00",1
836,"delivered",192.99,34.62,1,"2018-02-05 19:14:46","2018-02-05 19:30:53","2018-03-16 00:00:00","2018-04-11 19:19:26",2375,"2018-03-18 00:00:00",1
837,"delivered",39.99,11.85,1,"2017-12-22 14:18:43","2017-12-23 02:15:38","2018-01-18 00:00:00","2018-01-03 12:27:47",2271,"2018-01-04 00:00:00",1
838,"delivered",219,24.07,1,"2018-03-22 17:47:21","2018-03-22 18:00:23","2018-04-12 00:00:00","2018-04-04 13:42:21",258,"2018-04-05 00:00:00",5
839,"delivered",129,38.45,1,"2018-01-09 19:34:58","2018-01-10 10:32:21","2018-02-16 00:00:00","2018-02-08 00:16:40",2120,"2018-02-08 00:00:00",3
840,"delivered",179.99,46.44,1,"2017-11-10 13:42:22","2017-11-13 07:50:30","2017-12-05 00:00:00","2017-11-22 14:12:32",153,"2017-11-23 00:00:00",4
841,"delivered",169.9,31.94,1,"2018-02-08 19:32:45","2018-02-08 19:48:27","2018-03-07 00:00:00","2018-02-22 23:36:39",1526,"2018-03-09 00:00:00",5
842,"delivered",59.9,16.99,1,"2017-08-21 11:23:17","2017-08-21 11:35:37","2017-09-15 00:00:00","2017-09-15 20:45:00",2213,"2017-09-16 00:00:00",3
843,"delivered",108.99,21.21,1,"2017-04-06 09:46:53","2017-04-07 03:22:53","2017-05-10 00:00:00","2017-05-02 17:33:39",1625,"2017-05-03 00:00:00",4
844,"delivered",59.9,17.67,1,"2017-08-05 22:24:58","2017-08-08 04:10:25","2017-09-05 00:00:00","2017-08-21 21:17:30",420,"2017-08-22 00:00:00",5
845,"delivered",89,17.53,1,"2018-03-14 19:10:21","2018-03-14 19:47:53","2018-04-03 00:00:00","2018-03-19 20:12:14",968,"2018-03-20 00:00:00",5
846,"delivered",40,14.6,1,"2017-11-17 00:23:41","2017-11-17 00:35:24","2017-12-07 00:00:00","2017-11-23 21:38:41",2277,"2017-11-24 00:00:00",4
847,"delivered",99,12.4,1,"2017-06-12 22:33:30","2017-06-12 22:45:28","2017-06-27 00:00:00","2017-06-16 17:07:33",444,"2017-06-17 00:00:00",3
848,"delivered",104,19.61,1,"2017-10-31 12:06:11","2017-10-31 12:16:00","2017-11-14 00:00:00","2017-11-07 23:22:47",1507,"2017-11-08 00:00:00",5
849,"delivered",55.65,15.14,1,"2017-12-15 11:44:37","2017-12-19 09:57:27","2018-01-10 00:00:00","2018-01-17 22:12:51",780,"2018-01-13 00:00:00",1
850,"delivered",49.9,7.78,1,"2017-08-04 12:18:44","2017-08-05 03:05:16","2017-08-29 00:00:00","2017-08-09 16:13:26",247,"2017-08-10 00:00:00",5
851,"delivered",49,7.78,1,"2017-12-07 16:41:35","2017-12-08 02:54:28","2017-12-26 00:00:00","2017-12-14 00:41:57",1195,"2017-12-14 00:00:00",5
852,"delivered",48.9,7.53,1,"2017-07-01 09:34:04","2017-07-04 04:10:28","2017-07-27 00:00:00","2017-07-26 17:57:50",907,"2017-07-27 00:00:00",5
853,"delivered",43.9,13.37,1,"2017-08-16 02:00:11","2017-08-16 02:45:12","2017-09-08 00:00:00","2017-08-18 12:51:40",1645,"2017-08-19 00:00:00",5
854,"delivered",99.8,35.2,2,"2018-01-25 11:06:19","2018-01-25 11:17:28","2018-02-23 00:00:00","2018-02-14 22:46:55",1605,"2018-02-15 00:00:00",1
855,"delivered",59.9,19.91,1,"2017-11-07 20:49:32","2017-11-07 21:51:40","2017-11-30 00:00:00","2017-11-16 18:11:44",1144,"2017-11-17 00:00:00",5
856,"delivered",109.9,18.02,1,"2017-11-24 13:20:37","2017-11-24 15:33:48","2017-12-18 00:00:00","2017-12-06 18:56:02",1037,"2017-12-07 00:00:00",3
857,"delivered",229.04,42.18,1,"2017-11-24 23:52:51","2017-11-25 02:53:02","2017-12-22 00:00:00","2017-12-06 21:22:23",2244,"2017-12-07 00:00:00",2
858,"delivered",57.6,96.66,6,"2017-10-22 02:45:19","2017-10-24 20:49:53","2017-11-10 00:00:00","2017-11-01 16:27:23",1546,"2017-11-02 00:00:00",1
859,"delivered",109,13.78,1,"2018-02-27 13:23:37","2018-02-27 14:00:26","2018-03-19 00:00:00","2018-03-14 01:51:43",44,"2000-01-01 00:00:00",5
860,"delivered",148,25.88,1,"2017-09-21 09:31:51","2017-09-21 09:44:54","2017-10-20 00:00:00","2017-09-27 19:06:30",1861,"2017-09-28 00:00:00",5
861,"delivered",109.9,11.97,1,"2018-01-21 23:11:58","2018-01-22 14:03:45","2018-02-06 00:00:00","2018-02-01 18:37:23",1608,"2018-02-02 00:00:00",3
862,"delivered",29.5,16.11,1,"2018-02-16 18:56:51","2018-02-16 19:27:07","2018-03-15 00:00:00","2018-03-19 19:56:35",500,"2018-03-17 00:00:00",1
863,"delivered",79.99,12.06,1,"2017-05-22 18:43:10","2017-05-23 02:10:17","2017-06-12 00:00:00","2017-05-29 12:35:04",1984,"2017-05-30 00:00:00",5
864,"delivered",85,20.08,1,"2017-09-11 22:03:59","2017-09-11 22:15:13","2017-09-28 00:00:00","2017-09-19 20:39:52",1993,"2017-09-20 00:00:00",5
865,"delivered",160.55,31.87,1,"2018-01-13 13:36:23","2018-01-16 03:38:36","2018-02-08 00:00:00","2018-01-30 21:48:08",991,"2018-02-02 00:00:00",4
866,"delivered",85.8,35.94,2,"2017-10-05 07:04:50","2017-10-05 07:14:16","2017-10-31 00:00:00","2017-11-20 19:48:35",1621,"2017-11-02 00:00:00",1
867,"delivered",67,35.79,1,"2018-02-08 10:43:34","2018-02-08 10:55:23","2018-03-20 00:00:00","2018-02-21 16:37:27",607,"2018-02-22 00:00:00",5
868,"delivered",179,15,1,"2017-06-17 22:52:36","2017-06-17 23:14:10","2017-07-11 00:00:00","2017-06-29 14:37:36",1535,"2017-06-30 00:00:00",5
869,"delivered",72.9,16.27,1,"2017-08-28 23:29:56","2017-08-28 23:44:52","2017-09-19 00:00:00","2017-09-15 21:48:40",708,"2017-09-16 00:00:00",4
870,"delivered",59.33,17.67,1,"2018-02-10 22:28:49","2018-02-10 23:35:35","2018-03-09 00:00:00","2018-03-06 22:12:04",1831,"2018-03-07 00:00:00",3
871,"delivered",29.9,26.89,1,"2017-07-23 19:39:22","2017-07-23 19:55:16","2017-08-21 00:00:00","2017-08-07 19:55:18",1479,"2017-08-08 00:00:00",5
872,"delivered",190,17.57,1,"2017-09-11 15:24:45","2017-09-11 15:44:04","2017-09-21 00:00:00","2017-09-13 17:59:59",379,"2017-09-14 00:00:00",5
873,"delivered",53.9,28.78,1,"2018-03-04 16:29:24","2018-03-04 16:48:33","2018-04-02 00:00:00","2018-03-20 21:58:29",420,"2018-03-21 00:00:00",5
874,"delivered",105.9,12.84,1,"2017-12-09 09:18:59","2017-12-09 12:37:18","2018-01-04 00:00:00","2017-12-18 21:34:25",1642,"2017-12-19 00:00:00",2
875,"delivered",1098,37.89,1,"2017-12-06 13:56:13","2017-12-06 14:12:30","2017-12-26 00:00:00","2017-12-07 22:10:47",802,"2017-12-08 00:00:00",4
876,"delivered",21.9,11.85,1,"2018-02-01 23:04:07","2018-02-01 23:15:25","2018-02-23 00:00:00","2018-02-08 13:55:12",384,"2018-02-09 00:00:00",3
877,"delivered",52.9,17,1,"2018-02-24 17:11:33","2018-02-27 04:31:19","2018-04-02 00:00:00","2018-04-16 18:12:03",2100,"2018-04-05 00:00:00",1
878,"delivered",99,17.94,1,"2017-10-16 23:36:22","2017-10-16 23:49:21","2017-11-06 00:00:00","2017-10-27 19:15:00",2393,"2017-10-28 00:00:00",1
879,"delivered",69.9,11.99,1,"2017-05-19 19:15:15","2017-05-19 20:22:40","2017-06-12 00:00:00","2017-05-30 07:24:55",424,"2017-05-31 00:00:00",5
880,"delivered",29.45,16.79,1,"2018-03-05 15:56:52","2018-03-05 16:15:49","2018-03-27 00:00:00","2018-03-27 15:06:11",1626,"2018-03-28 00:00:00",5
881,"delivered",24.9,11.85,1,"2017-11-24 10:28:01","2017-11-25 04:31:14","2017-12-14 00:00:00","2017-11-30 20:09:05",2275,"2017-12-01 00:00:00",5
882,"delivered",119.84,15.6,1,"2017-11-15 19:19:02","2017-11-15 19:35:36","2017-12-06 00:00:00","2017-11-27 15:42:28",1231,"2017-11-28 00:00:00",5
883,"delivered",69.9,17.74,1,"2018-01-18 15:08:15","2018-01-19 14:59:24","2018-02-14 00:00:00","2018-01-31 14:19:10",261,"2018-02-01 00:00:00",4
884,"delivered",48.9,14.1,1,"2018-01-12 18:27:08","2018-01-12 18:33:30","2018-02-07 00:00:00","2018-01-23 13:32:27",536,"2018-01-24 00:00:00",5
885,"delivered",89.99,13.65,1,"2018-01-23 17:02:54","2018-01-23 17:11:22","2018-02-20 00:00:00","2018-02-07 21:19:46",2250,"2018-02-08 00:00:00",5
886,"delivered",26.9,16.32,1,"2018-03-09 16:50:53","2018-03-13 04:40:27","2018-03-27 00:00:00","2018-03-17 16:34:23",492,"2018-03-18 00:00:00",4
887,"delivered",30.5,8.07,1,"2018-02-13 02:40:55","2018-02-13 02:55:22","2018-03-12 00:00:00","2018-02-27 14:43:18",1233,"2018-02-28 00:00:00",5
888,"delivered",149.9,26.33,1,"2018-03-02 15:17:41","2018-03-02 15:29:08","2018-03-27 00:00:00","2018-04-13 15:14:51",1077,"2018-03-29 00:00:00",1
889,"delivered",69,17.73,1,"2017-08-11 22:40:25","2017-08-11 22:50:16","2017-09-04 00:00:00","2017-08-19 15:39:37",144,"2017-08-20 00:00:00",5
890,"delivered",219.99,41.05,1,"2017-03-29 13:37:49","2017-03-30 06:35:12","2017-05-04 00:00:00","2017-09-19 18:12:07",1526,"2017-05-06 00:00:00",2
891,"delivered",22.85,4.28,1,"2018-01-12 13:01:51","2018-01-13 02:05:37","2018-02-09 00:00:00","2018-01-19 21:11:33",2054,"2018-01-20 00:00:00",5
892,"delivered",18.99,0.75,1,"2017-07-05 16:05:20","2017-07-05 17:54:52","2017-08-07 00:00:00","2017-07-14 18:32:55",917,"2017-07-15 00:00:00",1
893,"delivered",29.8,30.2,2,"2018-01-14 20:01:54","2018-01-16 03:36:27","2018-02-20 00:00:00","2018-01-25 00:28:15",2011,"2018-01-25 00:00:00",4
894,"delivered",49,7.78,1,"2017-12-12 22:13:30","2017-12-12 22:32:33","2017-12-29 00:00:00","2017-12-14 20:18:37",183,"2017-12-15 00:00:00",5
895,"delivered",120,26.46,1,"2018-02-19 19:38:13","2018-02-20 07:11:10","2018-03-09 00:00:00","2018-02-27 21:29:18",2285,"2018-02-28 00:00:00",5
896,"delivered",76.9,17.79,1,"2018-02-02 16:36:09","2018-02-03 02:54:01","2018-03-05 00:00:00","2018-03-09 02:14:25",1922,"2018-03-08 00:00:00",1
897,"delivered",399.9,75.52,1,"2018-02-25 17:37:04","2018-02-27 04:31:04","2018-03-27 00:00:00","2018-03-15 19:11:43",1907,"2018-03-20 00:00:00",5
898,"delivered",899,147.56,1,"2017-06-24 19:17:09","2017-06-25 06:42:37","2017-07-20 00:00:00","2017-07-22 11:36:47",2093,"2017-07-22 00:00:00",5
899,"delivered",35.06,15.1,1,"2017-06-27 23:02:06","2017-06-27 23:10:22","2017-07-19 00:00:00","2017-07-04 16:32:07",1623,"2017-07-05 00:00:00",5
900,"delivered",47.9,16.11,1,"2018-02-19 09:51:46","2018-02-19 10:15:42","2018-03-14 00:00:00","2018-03-08 13:48:32",1941,"2018-03-09 00:00:00",5
901,"delivered",59.9,7.78,1,"2017-06-27 11:26:19","2017-06-27 12:24:10","2017-07-20 00:00:00","2017-06-29 13:25:52",700,"2017-06-30 00:00:00",4
902,"delivered",129.9,23.78,1,"2017-07-16 20:52:44","2017-07-16 21:05:22","2017-08-21 00:00:00","2017-09-19 18:13:50",227,"2017-08-05 00:00:00",5
903,"delivered",18.99,14.1,1,"2017-06-29 16:12:30","2017-06-30 06:50:22","2017-07-21 00:00:00","2017-07-07 18:34:55",1398,"2017-07-08 00:00:00",3
904,"delivered",39.9,15.1,1,"2017-08-07 01:06:50","2017-08-07 01:24:06","2017-08-30 00:00:00","2017-08-24 19:53:32",721,"2017-08-25 00:00:00",4
905,"delivered",250,90.2,1,"2018-03-30 18:04:17","2018-03-30 18:15:12","2018-04-23 00:00:00","2018-04-17 15:22:41",1542,"2018-04-18 00:00:00",3
906,"delivered",341.9,15.41,1,"2017-12-02 20:47:49","2017-12-02 20:57:25","2018-01-05 00:00:00","2017-12-12 19:43:08",1893,"2017-12-29 00:00:00",1
907,"delivered",19.9,13.47,1,"2018-03-08 16:43:06","2018-03-08 16:56:22","2018-04-02 00:00:00","2018-03-26 16:38:41",141,"2018-03-27 00:00:00",1
908,"delivered",150,21.54,1,"2017-09-19 23:04:22","2017-09-19 23:24:09","2017-10-13 00:00:00","2017-09-27 12:23:55",1141,"2017-09-28 00:00:00",5
909,"delivered",165,8.41,1,"2018-01-18 17:00:14","2018-01-20 09:08:04","2018-02-02 00:00:00","2018-01-27 18:03:37",1367,"2018-01-28 00:00:00",5
910,"delivered",129.9,15.66,1,"2017-07-26 00:44:07","2017-07-26 00:55:06","2017-08-17 00:00:00","2017-08-08 19:56:06",1248,"2017-08-09 00:00:00",5
911,"processing",319.9,16.99,1,"2017-11-25 15:23:14","2017-11-25 15:34:53","2017-12-27 00:00:00","",2360,"2017-12-29 00:00:00",1
912,"delivered",29.9,15.56,1,"2017-04-26 15:55:43","2017-04-26 16:05:20","2017-05-17 00:00:00","2017-05-04 16:56:21",678,"2017-05-05 00:00:00",4
913,"delivered",99,25.24,1,"2017-08-23 23:04:48","2017-08-25 03:04:24","2017-09-29 00:00:00","2017-09-08 22:04:07",634,"2017-09-09 00:00:00",1
914,"delivered",26,16.11,1,"2018-02-25 21:01:08","2018-02-26 09:35:46","2018-04-02 00:00:00","2018-03-19 21:48:52",760,"2018-03-06 00:00:00",3
915,"delivered",99.9,36.02,1,"2018-01-27 09:20:48","2018-01-30 04:31:15","2018-03-05 00:00:00","2018-03-19 21:28:43",2243,"2018-03-08 00:00:00",1
916,"delivered",51.99,33.36,1,"2017-12-07 19:19:51","2017-12-07 19:31:07","2018-01-12 00:00:00","2018-01-03 13:09:13",946,"2018-01-04 00:00:00",3
917,"delivered",99.9,12.2,1,"2017-08-02 13:18:30","2017-08-02 13:30:13","2017-08-22 00:00:00","2017-08-11 14:40:06",1402,"2017-08-12 00:00:00",1
918,"delivered",49,14.1,1,"2018-02-12 15:40:53","2018-02-12 15:55:35","2018-03-06 00:00:00","2018-03-28 00:03:57",1350,"2018-03-08 00:00:00",2
919,"delivered",79,30.86,1,"2018-02-15 17:42:18","2018-02-15 17:50:37","2018-03-08 00:00:00","2018-02-22 23:36:37",2400,"2018-02-23 00:00:00",5
920,"delivered",199.9,22.62,1,"2017-06-18 23:57:58","2017-06-19 00:50:23","2017-07-13 00:00:00","2017-07-03 13:28:50",428,"2017-07-04 00:00:00",5
921,"delivered",69,20.8,1,"2017-04-11 22:29:27","2017-04-11 22:45:09","2017-05-09 00:00:00","2017-04-28 07:14:21",1422,"2010-04-29 00:00:00",1
922,"delivered",84.26,14.68,1,"2018-04-09 19:23:57","2018-04-10 19:30:45","2018-04-27 00:00:00","2018-04-16 23:11:36",225,"2018-04-17 00:00:00",1
923,"delivered",36.75,15.1,1,"2018-01-14 13:04:46","2018-01-14 13:11:29","2018-03-01 00:00:00","2018-02-08 16:38:22",1155,"2018-02-09 00:00:00",5
924,"delivered",1098,75.84,1,"2018-01-03 17:20:23","2018-01-03 17:28:32","2018-02-05 00:00:00","2018-01-23 22:48:58",802,"2018-01-24 00:00:00",4
925,"delivered",34.9,15.1,1,"2017-07-31 17:36:20","2017-08-02 03:05:26","2017-08-24 00:00:00","2017-08-10 21:17:34",101,"2017-08-11 00:00:00",5
